Date,ABC_close,AFI_close,ALL_close,ALQ_close,ALU_close,AMC_close,AMP_close,ANN_close,ANZ_close,ARG_close,ASX_close,AWC_close,BEN_close,BHP_close,BLD_close,BOQ_close,BPT_close,BRG_close,BWP_close,BXB_close,CBA_close,CGF_close,COH_close,CPU_close,CQR_close,CSL_close,CSR_close,DOW_close,FBU_close,FLT_close,FMG_close,GPT_close,HVN_close,ILU_close,JHX_close,LLC_close,LYC_close,MGR_close,MQG_close,MTS_close,NAB_close,NCM_close,ORG_close,ORI_close,OSH_close,OZL_close,QAN_close,QBE_close,REA_close,RHC_close,RIO_close,RMD_close,SDG_close,SGM_close,SGP_close,SHL_close,STO_close,SUN_close,TAH_close,TCL_close,TLS_close,TNE_close,WBC_close,WES_close,WOW_close,WPL_close,index_close,Correlation,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66
2002/11/22,-0.205357143,-0.043887147,-0.080511811,0.0325,0.238938053,0.010995455,-0.103916386,-0.101717305,0.019473535,0.037128713,0.008778216,-0.139031647,0.038230885,-0.119590706,0.065578158,0.033279743,0.028037383,0.010309278,-0.043214556,0.610142631,0.138642109,0.071428571,-0.077762619,0.18598234,-0.06626506,0.090598544,-0.044705882,0.12754065,-0.114296081,0.12745356,0,-0.01734104,0.038015206,-0.059512652,-0.0256,0.015083741,0.272727273,-0.014413924,-0.045570849,0.066985646,0.070645749,0.166030187,-0.050726979,-0.065728756,0.071847507,-0.040668524,-0.022939068,-0.07585335,-0.028248588,0.064626823,-0.113851921,-0.101796407,0.019880716,-0.105914718,-0.064544651,-0.096081505,-0.042499021,0.038058108,0.053167186,0,0.062639821,0.568627451,0.095217517,-0.039882452,0.049634012,0.053388965,-0.000823506,1,1,0.265771037,0.158643554,0.300314882,0.076062949,0.298221018,0.290044276,0.271479777,0.340557111,0.294469202,0.323137941,0.295175479,0.334813967,0.304718404,0.426411547,0.326187958,0.250314011,0.226690578,0.301073945,0.19259672,0.339569441,0.341712626,0.177114293,0.248142838,0.314129793,0.138142848,0.35274856,0.258306108,0.305838768,0.345405159,0.180577314,0.256143963,0.310786503,0.22223996,0.316711599,0.363683319,0.231672506,0.30812072,0.405710937,0.165649666,0.357004348,0.08597454,0.319706192,0.324481135,0.320512788,0.277150564,0.329541624,0.327569953,0.204093986,0.217960947,0.325617717,0.108674334,0.27885051,0.306931006,0.358328543,0.242573369,0.280200953,0.374643412,0.267350308,0.280194602,0.174107639,0.076631233,0.347905706,0.319854958,0.206682979,0.294925684
2002/12/10,0,0.012698413,-0.011480833,0.051248357,0.086538462,0.001174226,0.037905237,0.034153005,0.049426721,-0.012224939,0.002694449,-0.01123295,-0.00497265,0.021336817,-0.011901613,0.00290229,-0.015337423,0.043010753,-0.006777108,-0.036886288,0.029980658,-0.090909091,0.004109589,-0.0616261,-0.017751479,-0.038142857,-0.017795239,0,-0.023733617,-0.018135786,0.333333333,0.003480278,0.068862275,0.041992187,0.012965964,0.047395947,0.047619048,-0.002441671,-0.000440956,0.055555556,0.017325445,-0.055479217,0.053437713,0.004863153,0.060653188,-0.1292748,0.047821733,-0.012484395,0,-0.002567028,0.007440139,0.144706778,-0.038240918,-0.028074866,-0.016521739,0.009493671,0.054740756,0.054728804,0.102082856,-0.010350318,-0.017582418,-0.072727273,0.023516403,0.026945462,0.070179204,-0.033813246,0.015046142,2,0.265771037,1,0.184922726,0.21467956,0.098136688,0.247310724,0.29691533,0.152949462,0.388493557,0.51878131,0.34138046,0.342817672,0.316047727,0.373355184,0.319993022,0.295362797,0.313663921,0.17727949,0.204199899,0.153673232,0.376623246,0.33403209,0.22027543,0.233070338,0.236675433,0.206950828,0.258466494,0.246697729,0.229981196,0.236174152,0.269350446,0.141194929,0.284074797,0.234730169,0.313299355,0.32192202,0.205379307,0.318582086,0.42226384,0.107577807,0.418238024,0.083144019,0.278094601,0.313960467,0.306319255,0.294230824,0.278355089,0.295891939,0.211943353,0.21721006,0.361125456,0.136830318,0.197403082,0.294132858,0.319116318,0.16466222,0.327682355,0.354825828,0.253368427,0.253701021,0.204113344,0.145786876,0.389951703,0.343834309,0.208692245,0.364321937
2002/12/18,-0.034482759,0.009615385,0.1025531,0.011968085,0.04,0,0.066773078,-0.020080321,0.002262578,-0.023866348,-0.002687209,-0.02933541,0.030357372,-0.007026267,-0.014337852,-0.001449042,0.015576324,-0.046153846,0,-0.048414427,0.001079873,0.026666667,-0.015376315,0.065673289,-0.005882353,0.079081239,-0.008023842,0.05749597,-0.05141129,0,0.2,-0.003468208,-0.023799582,-0.006307618,-0.046367852,-0.007354532,0,-0.004859611,-0.014085732,-0.034146341,0.0250908,-0.074698029,-0.043308369,0.014805463,0.099145299,-0.065926597,-0.002497502,0.013924051,-0.144927536,0.119412516,0.004209808,0.019409938,-0.035055351,0,-0.00605013,-0.017107309,-0.016256858,0.004523997,-0.004783599,0.010458568,0.036446469,0.170212766,-0.020860401,0.008204292,-0.003635197,0.030696176,0.001439812,3,0.158643554,0.184922726,1,0.147471126,0.206745527,0.205815144,0.340015638,0.299582454,0.22588105,0.21342925,0.211896912,0.209511871,0.195855528,0.180696566,0.169587713,0.151434747,0.157967725,0.171826444,0.176932221,0.267408057,0.264108198,0.134049457,0.288790358,0.190198037,0.166847965,0.408207303,0.123723926,0.179241527,0.136672111,0.199902277,0.138932234,0.124597311,0.253837199,0.200353942,0.232776817,0.278687817,0.082630867,0.224866139,0.230090078,0.087680961,0.271493264,0.113310529,0.14670926,0.279969512,0.184482911,0.12704017,0.23773739,0.19188032,0.140923024,0.207730724,0.16850842,0.116186579,0.11801836,0.178900799,0.218204058,0.214697487,0.199180381,0.208497747,0.247017134,0.181594434,0.139417656,0.077472601,0.20620861,0.241694777,0.156997836,0.242606102
2002/12/19,-0.008547009,-0.00952381,0.008656135,0.012113055,0,0.011130899,-0.001726198,0.006738544,0.004005261,0,-0.000894935,0.002081165,-0.01127153,0.020631068,-0.002340702,0.001451145,0.015822785,0,0.006823351,0.002183406,-0.001078709,0,-0.008823529,-0.005488474,-0.005847953,0.008394217,0.006460545,0.019726027,0,0.009387713,-0.166666667,-0.010297483,0,0.001944579,-0.013719512,0.002167787,-0.045454545,0,-0.004716369,0.004901961,-0.004742323,-0.027210884,-0.015705128,-0.013585418,0.017391304,-0.010979162,0,-0.017412935,-0.046082949,-0.050909091,-0.006555895,-0.019040366,0,-0.002666667,0.001948474,0.007836991,-0.009659891,-0.003625674,0.004806592,-0.007716871,-0.002272727,-0.020833333,0.010871945,0.003325338,-0.013188436,0.007518155,-0.000869827,4,0.300314882,0.21467956,0.147471126,1,0.120927172,0.429625845,0.268702652,0.393073211,0.266297365,0.305361056,0.294952657,0.277551462,0.456971016,0.226390438,0.362660682,0.422915472,0.242854463,0.258288079,0.252695501,0.387907003,0.300218861,0.344218729,0.121500143,0.171989955,0.574674558,0.075551164,0.294379805,0.310399578,0.253992304,0.491127969,0.127280222,0.575963585,0.307140346,0.19378959,0.327306243,0.327126993,0.320627937,0.341926968,0.454038867,0.096262065,0.292749472,0.032170769,0.343162519,0.35272239,0.224747776,0.162907007,0.423317281,0.340789118,0.118763966,0.117797343,0.4084234,0.046335148,0.455922988,0.164680254,0.373019922,0.249602825,0.228658716,0.366481236,0.214670661,0.327195608,0.237710872,0.175238129,0.281253342,0.290710393,0.118064986,0.211147914
2003/1/6,-0.008474576,-0.003164557,-0.037492189,-0.033810143,-0.152542373,-0.066888243,-0.020676203,-0.030065359,-0.018482662,0.002392344,-0.018188208,-0.084543939,-0.011022044,-0.022222222,-0.044957774,-0.018515588,0,0.005154639,0.029664325,-0.077026422,-0.029107981,-0.038461538,-0.043478261,0.011098779,0.036363636,-0.118767123,-0.020564972,-0.072662602,-0.012935323,-0.009300403,0,-0.029966704,-0.048848292,-0.014846743,-0.013533835,-0.035340862,-0.043478261,-0.023464276,-0.054300679,-0.019230769,-0.029731643,-0.047562951,0.005154639,-0.0153829,-0.031986532,-0.07078909,-0.043249701,-0.031325301,-0.184210526,-0.096880131,-0.035819377,-0.041605839,0,-0.061326658,-0.012189906,-0.036253776,-0.00639872,-0.025775656,-0.040623628,-0.03912043,-0.020044543,0.021276596,-0.015657545,-0.019404501,-0.019956571,-0.040888233,-0.02806139,5,0.076062949,0.098136688,0.206745527,0.120927172,1,0.137005415,0.139732493,0.154537116,0.119552526,0.132866256,0.143306427,0.137646585,0.156448197,0.060192632,0.106438418,0.179127449,0.091945778,0.126577457,0.094017926,0.185662587,0.129222228,0.094403058,0.102134183,0.084770911,0.109369761,0.18372457,0.068907977,0.078800062,0.061329545,0.143109355,0.038940323,0.118417754,0.172856672,0.081309461,0.122889303,0.155543122,0.100930755,0.135001884,0.168776459,0.059354544,0.147357915,0.014229738,0.102405033,0.128557048,0.093514778,0.086528182,0.151594066,0.116605623,0.134009836,0.097530051,0.100119847,0.079641852,0.135998125,0.057256114,0.085350328,0.113996463,0.075334526,0.136015064,0.117596543,0.127837745,0.127739807,0.135629694,0.105274924,0.100155256,0.096523282,0.102340766
2003/1/10,-0.032786885,0,0.083258123,-0.002594034,0.092592593,0.017615558,0.019353128,0.015936255,0.006793478,-0.011820331,0.005211093,0.039871223,-0.008568235,0.012229744,0.054755043,0.010070332,0.01607717,0.021052632,0.007867821,-0.004014273,0.012357414,0.012987013,0.007731959,-0.061946903,-0.023668639,0.014311519,0.034361851,0,-0.00626236,-0.03152522,-0.142857143,0.013498313,0.015322581,0.001919386,0.003016591,0.017446809,0.095238095,0.019075766,-0.034948466,0.014634146,0.010535215,0.042523795,-0.020820189,0.01264251,-0.061611374,-0.065927655,0.020731707,0.0375,-0.06993007,0.016411683,0.003463109,-0.0129683,0.056530214,-0.075231481,-0.001921025,0.031152648,-0.026664072,0.004410778,0.00729927,-0.02176088,-0.002222222,-0.020833333,-0.007131142,-0.031929207,0.007815757,0.030569161,0.003851678,6,0.298221018,0.247310724,0.205815144,0.429625845,0.137005415,1,0.318447629,0.370308494,0.297127963,0.299225581,0.341883158,0.280418412,0.437529909,0.229397148,0.380254006,0.397664028,0.189478267,0.206028907,0.301201237,0.428120577,0.363874045,0.311820516,0.21419832,0.202831988,0.447388662,0.208388534,0.287584446,0.267875016,0.234639531,0.419485793,0.105475652,0.471094386,0.315357842,0.126147103,0.419792217,0.415961584,0.244532983,0.351162609,0.46731983,0.136054487,0.337408394,-0.008013963,0.299605103,0.339546905,0.211754196,0.155699237,0.411853475,0.408499278,0.130635735,0.221929941,0.343492214,0.135418938,0.38948032,0.128047769,0.41085763,0.256235944,0.182059406,0.379533643,0.280789306,0.398677909,0.300773108,0.173005428,0.342251856,0.321937212,0.233158852,0.233858626
2003/2/24,-0.061538462,0.046357616,1.282183316,0.025265957,0.661538462,0.062275449,0.407988055,0.309565217,0.047330322,0.026699029,0,0.118559557,0.066622517,0.049266728,-0.058228473,-0.016970459,0.050675676,0.021505376,-0.036391205,0.246941046,0.092594072,-0.273584906,0.172914148,0.026723677,0.018072289,0.531276596,-0.077022654,0.078356164,-0.033450143,0.101714538,0.166666667,0.045882353,0.149212234,0.143798024,0.0359375,0.115859449,-0.125,0.034751182,0.021830361,-0.023809524,0.086867402,0.17857789,-0.0679212,0.206948229,-0.0155521,-0.070162749,0.135734072,-0.004975124,0.036231884,0.106153846,0.038186428,0.051515152,0.059917355,0.010526316,0.028991873,0.146428571,0.083052277,0.02667848,0.077197999,-0.018654885,0.076555024,-0.094339623,0.016601421,0.098141729,0.015127473,0.11517092,0.072726636,7,0.290044276,0.29691533,0.340015638,0.268702652,0.139732493,0.318447629,1,0.255508578,0.422143013,0.281158196,0.373470142,0.314620732,0.402637345,0.305358528,0.320953374,0.369563971,0.237313214,0.195147199,0.237737726,0.26618382,0.431122853,0.294940322,0.22810367,0.253662041,0.301926969,0.312711113,0.251810667,0.243693527,0.243005846,0.277307046,0.188117054,0.25173976,0.311928451,0.24122087,0.317910418,0.404077104,0.18215719,0.293338049,0.429628828,0.189015031,0.44657105,0.085529351,0.289228528,0.318073077,0.271277557,0.219226901,0.306231918,0.381298461,0.180487472,0.240008922,0.31608359,0.18115551,0.265960366,0.247574171,0.305112608,0.290970955,0.275978627,0.391325982,0.268790771,0.282249998,0.262050332,0.109360824,0.404043508,0.362647251,0.260550919,0.318030421
2003/2/26,0.048387097,0,0.048030221,0.009395973,0,-0.023106171,0.051825677,0.012323944,0.030474976,0.01980198,0.022302483,-0.032430984,0,0.004372842,-0.006617647,-0.001412208,0.01369863,0.005405405,-0.006777108,0.042016807,0.011229601,-0.018518519,0.001210654,0.085896692,-0.005988024,0.032967033,0.015334064,0.030491248,0.024812276,0.002487012,0,0.010701546,0.026641294,-0.016729628,-0.013867488,0.011527378,0,0.002508361,-0.003177668,0.004784689,0.004401533,-0.009853099,-0.011911679,-0.008108108,-0.030165913,0,0.027319294,-0.004950495,-0.034965035,-0.043555032,0.003608326,0.005331302,-0.020242915,-0.005813953,0,-0.027777778,0.013675214,0.019572418,0.000953971,-0.018549747,0,0,-0.002170139,0.003936559,-0.020820385,-0.000940822,0.010258587,8,0.271479777,0.152949462,0.299582454,0.393073211,0.154537116,0.370308494,0.255508578,1,0.210778945,0.203289468,0.266604742,0.188694698,0.367160827,0.145606259,0.283463273,0.290933729,0.174097818,0.19256769,0.21904114,0.323692578,0.260647061,0.234323702,0.221278894,0.189381349,0.370523759,0.266289108,0.201030103,0.178289765,0.204137807,0.391698567,0.04746222,0.415876384,0.259534613,0.139035518,0.280650564,0.287032111,0.229682764,0.236677595,0.370535456,0.106480717,0.230101008,0.020907259,0.245027768,0.294585453,0.120105956,0.057834091,0.379292264,0.277658603,0.111642353,0.216019346,0.251398967,0.134089289,0.315130846,0.087421672,0.319846169,0.374889772,0.156995146,0.339858317,0.231410582,0.254015147,0.230344743,0.089038399,0.213646368,0.263553472,0.110610561,0.179840242
2003/2/27,-0.023622047,0.016835017,0.022062879,-0.009308511,0,0.014841199,0.063465553,0.049907579,0.012327353,0,0.013451684,0.019677508,0.007876118,0.013056657,0.002210759,0.005680922,0,0.005434783,0,-0.130292339,0.019268775,0.018867925,-0.004819277,0,0.012121212,0.014040562,0.017156863,0.010268112,0.003275467,-0.014702679,0,0.014586532,0.004780115,0.019812878,0.00933126,-0.009161214,0,0.00729927,0.011185227,0.004807692,0.018584135,0.034278303,-0.007210845,0.029923452,0.015313936,0.017853856,0.044279346,-0.003699137,0,0.061543268,-0.002991631,0.017829457,0,0.001164144,0.002201189,-0.028667791,0.001712329,-0.025528169,0.021437272,0.018900344,0.024509804,-0.018518519,0.008021,0.010259366,0.006044185,0.014992361,0.010979186,9,0.340557111,0.388493557,0.22588105,0.266297365,0.119552526,0.297127963,0.422143013,0.210778945,1,0.428401409,0.444391772,0.378989734,0.523056393,0.398484031,0.401490828,0.535697582,0.310981079,0.237192957,0.342624338,0.274613559,0.760583577,0.406379631,0.270885833,0.36897442,0.258439146,0.289418935,0.312030012,0.320628655,0.318329417,0.311207752,0.281272044,0.212494487,0.372203817,0.310676582,0.398407549,0.462031141,0.189114979,0.384773187,0.554444335,0.234658555,0.78308469,0.087090268,0.403051207,0.415917341,0.367803555,0.310674946,0.351748491,0.437899987,0.22792311,0.313301163,0.363467277,0.159824334,0.194963605,0.316553019,0.407755698,0.279274409,0.382991402,0.482207731,0.327620288,0.349510451,0.298068265,0.151340039,0.803561462,0.443112996,0.366088576,0.444994583
2003/3/14,0.233009709,0,0.090198437,0,0.274509804,0.006122144,0,0.090725806,-0.025228059,0.00248139,0.072529198,0.086078955,0.054179567,0.007635381,0.029850746,0.007151939,0,0.027932961,0.014514897,0,0.032082607,0.104166667,0.044025157,0.191562932,0,-0.102061237,0.015844273,0.020372526,-0.053333333,0.114726235,0,-0.024812834,0.150715072,0.060712201,0.035426731,0.058430928,0.090909091,-0.012201886,0.091692198,0.072164948,-0.01256694,0.028,0.07704256,-0.018844736,0.031595577,0.142827093,-0.006495424,-0.004907975,0.1171875,0.012333966,0.035893614,0.042003231,0,0.026284349,0.004199823,0.031304348,0.090060663,0.164597335,0.008351756,0.011922504,-0.002444988,-0.018181818,-0.023428042,0.134431803,0.015127473,0.047933553,0.01565508,10,0.294469202,0.51878131,0.21342925,0.305361056,0.132866256,0.299225581,0.281158196,0.203289468,0.428401409,1,0.362813279,0.325607351,0.401030162,0.32569378,0.367662002,0.385185716,0.296542252,0.219676684,0.247330556,0.297847173,0.431189362,0.371277179,0.219829937,0.253297821,0.334481784,0.209848651,0.27760453,0.276098088,0.240580717,0.356185321,0.245337926,0.286806238,0.324611594,0.234758903,0.375993593,0.365377943,0.259405966,0.357249751,0.476652989,0.131732444,0.457967957,0.07779379,0.313491938,0.343706431,0.323149653,0.31258936,0.345666916,0.341907303,0.21742699,0.197931473,0.368040023,0.105245121,0.318317679,0.248385714,0.392499758,0.208527483,0.280037028,0.366223341,0.30286738,0.287455165,0.266921342,0.19564652,0.431778212,0.355359448,0.208873856,0.372400057
